Subject,Grade,Standard,Prepared Graduate 1,Prepared Graduate 2,Prepared Graduate 3,Prepared Graduate 4,Prepared Graduate 5,Grade Level Expectation,GLE Code,Subheading,Statement
"Reading, Writing, and Communicating",First Grade,2. Reading for All Purposes,"5. Understand how language functions in different contexts, command a variety of word-learning strategies to assist comprehension, and make effective choices for meaning or style when writing and speaking.",,,,,"3. Refine foundational reading skills through understanding word structure, word relationships, and word families.",RW.1.2.3,Colorado Essential Skills:,"Resist distractions, maintain attention, and continue the task at hand through frustration or challenges. (Personal Skills, Perseverance/Resilience)"
"Reading, Writing, and Communicating",First Grade,2. Reading for All Purposes,"5. Understand how language functions in different contexts, command a variety of word-learning strategies to assist comprehension, and make effective choices for meaning or style when writing and speaking.",,,,,"3. Refine foundational reading skills through understanding word structure, word relationships, and word families.",RW.1.2.3,Essential Questions:,How does understanding the parts of words help us decide what they mean?
"Reading, Writing, and Communicating",First Grade,2. Reading for All Purposes,"5. Understand how language functions in different contexts, command a variety of word-learning strategies to assist comprehension, and make effective choices for meaning or style when writing and speaking.",,,,,"3. Refine foundational reading skills through understanding word structure, word relationships, and word families.",RW.1.2.3,Essential Questions:,How do we understand what words mean?
"Reading, Writing, and Communicating",First Grade,2. Reading for All Purposes,"5. Understand how language functions in different contexts, command a variety of word-learning strategies to assist comprehension, and make effective choices for meaning or style when writing and speaking.",,,,,"3. Refine foundational reading skills through understanding word structure, word relationships, and word families.",RW.1.2.3,Essential Reasoning Skills:,Critical readers use appropriate strategies to decode and understand the meaning of words.
"Reading, Writing, and Communicating",First Grade,2. Reading for All Purposes,"5. Understand how language functions in different contexts, command a variety of word-learning strategies to assist comprehension, and make effective choices for meaning or style when writing and speaking.",,,,,"3. Refine foundational reading skills through understanding word structure, word relationships, and word families.",RW.1.2.3,Minimum Skills Competencies:,Evidence Outcomes marked with an asterisk (*) are the minimum competencies identified in the READ Act.
"Reading, Writing, and Communicating",First Grade,3. Writing and Composition,6. Craft arguments using techniques specific to the genre.,,,,,1. Write an opinion supported by reasons.,RW.1.3.1,Students Can:,Introduce the topic or name the book they are writing about. (adapted from CCSS: W.1.1)
"Reading, Writing, and Communicating",First Grade,3. Writing and Composition,6. Craft arguments using techniques specific to the genre.,,,,,1. Write an opinion supported by reasons.,RW.1.3.1,Students Can:,State an opinion. (adapted from CCSS: W.1.1)
"Reading, Writing, and Communicating",First Grade,3. Writing and Composition,6. Craft arguments using techniques specific to the genre.,,,,,1. Write an opinion supported by reasons.,RW.1.3.1,Students Can:,Supply a reason for the opinion. (adapted from CCSS: W.1.1)
"Reading, Writing, and Communicating",First Grade,3. Writing and Composition,6. Craft arguments using techniques specific to the genre.,,,,,1. Write an opinion supported by reasons.,RW.1.3.1,Students Can:,Provide some sense of closure. (adapted from CCSS: W.1.1)
"Reading, Writing, and Communicating",First Grade,3. Writing and Composition,6. Craft arguments using techniques specific to the genre.,,,,,1. Write an opinion supported by reasons.,RW.1.3.1,Colorado Essential Skills:,"Accurately recognize one's own emotions, thoughts, and values and how they influence behavior. (Personal Skills, Self-Awareness)"
"Reading, Writing, and Communicating",First Grade,3. Writing and Composition,6. Craft arguments using techniques specific to the genre.,,,,,1. Write an opinion supported by reasons.,RW.1.3.1,Colorado Essential Skills:,"Recognize personal characteristics, preferences, thoughts, and feelings. (Personal Skills, Initiative/Self-Direction)"
"Reading, Writing, and Communicating",First Grade,3. Writing and Composition,6. Craft arguments using techniques specific to the genre.,,,,,1. Write an opinion supported by reasons.,RW.1.3.1,Colorado Essential Skills:,"Compare attitudes and beliefs as an individual to others.  (Civic/Interpersonal Skills, Global/Cultural Awareness)"
"Reading, Writing, and Communicating",First Grade,3. Writing and Composition,6. Craft arguments using techniques specific to the genre.,,,,,1. Write an opinion supported by reasons.,RW.1.3.1,Essential Questions:,How can thoughts and ideas be organized to prepare for writing?
"Reading, Writing, and Communicating",First Grade,3. Writing and Composition,6. Craft arguments using techniques specific to the genre.,,,,,1. Write an opinion supported by reasons.,RW.1.3.1,Essential Questions:,How do we support our opinions in writing?
"Reading, Writing, and Communicating",First Grade,3. Writing and Composition,6. Craft arguments using techniques specific to the genre.,,,,,1. Write an opinion supported by reasons.,RW.1.3.1,Essential Reasoning Skills:,Critical writers can explain their opinions.
"Reading, Writing, and Communicating",First Grade,3. Writing and Composition,7. Craft informational/explanatory texts using techniques specific to the genre.,,,,,"2. Write informative/explanatory texts by naming a topic, providing related details, and giving the audience a sense of closure.",RW.1.3.2,Students Can:,Name a topic. (CCSS: W.1.2)
"Reading, Writing, and Communicating",First Grade,3. Writing and Composition,7. Craft informational/explanatory texts using techniques specific to the genre.,,,,,"2. Write informative/explanatory texts by naming a topic, providing related details, and giving the audience a sense of closure.",RW.1.3.2,Students Can:,Supply some facts about the topic. (CCSS: W.1.2)
"Reading, Writing, and Communicating",First Grade,3. Writing and Composition,7. Craft informational/explanatory texts using techniques specific to the genre.,,,,,"2. Write informative/explanatory texts by naming a topic, providing related details, and giving the audience a sense of closure.",RW.1.3.2,Students Can:,Provide some sense of closure. (CCSS: W.1.2)
"Reading, Writing, and Communicating",First Grade,3. Writing and Composition,7. Craft informational/explanatory texts using techniques specific to the genre.,,,,,"2. Write informative/explanatory texts by naming a topic, providing related details, and giving the audience a sense of closure.",RW.1.3.2,Colorado Essential Skills:,"Recognize that problems can be identified and possible solutions can be created. (Entrepreneurial Skills, Critical Thinking/Problem Solving)"
